Número de identificação da publicação;Link permanente;Publicar mensagem;Tipo;Países;Idiomas;Publicado;Direcionamento do público;Lifetime Post Total Reach;Lifetime Post organic reach;Lifetime Post Paid Reach;Lifetime Post Total Impressions;Lifetime Post Organic Impressions;Lifetime Post Paid Impressions;Lifetime Engaged Users;Lifetime Matched Audience Targeting Consumers on Post;Lifetime Matched Audience Targeting Consumptions on Post;Lifetime Negative Feedback from Users;Lifetime Negative Feedback;Lifetime Post Impressions by people who have liked your Page;Lifetime Post reach by people who like your Page;Lifetime Post Paid Impressions by people who have liked your Page;Lifetime Paid reach of a post by people who like your Page;Lifetime People who have liked your Page and engaged with your post;Lifetime Organic views to 95%...25;Lifetime Organic views to 95%...26;Lifetime Paid views to 95%...27;Lifetime Paid views to 95%...28;Lifetime Organic Video Views...29;Lifetime Organic Video Views...30;Lifetime Paid Video Views...31;Lifetime Paid Video Views...32;Lifetime Average time video viewed;Lifetime Video length;Descrição;share;like;comment
417092451820846_909112999285453;https://www.facebook.com/lojascitycol/photos/a.418868384976586/909112999285453/?type=3;Aquele look perfeito para a estação! Arrasou @eusimonemarcenal 😍😍 #nacitycoltem #modabarata;Photo;NA;NA;2018-11-07T16:43:27Z;NA;7896;7896;0;9840;9840;0;235;154;186;0;0;5915;4434;0;0;171;0;0;0;0;0;0;0;0;0;0;NA;2;94;3
417092451820846_908814215981998;https://www.facebook.com/lojascitycol/photos/a.418868384976586/908814215981998/?type=3;ALERTA: chega na semana que vem, mais uma T-shirt pra vocês se apaixonarem!😍 17,99 #nacitycoltem #modabarata;Photo;NA;NA;2018-11-07T05:45:05Z;NA;7034;7034;0;8458;8458;0;92;44;49;0;0;4709;3648;0;0;73;0;0;0;0;0;0;0;0;0;0;NA;1;53;1
417092451820846_908304306032989;https://www.facebook.com/lojascitycol/photos/a.418868384976586/908304306032989/?type=3;Estampa para eles? #NaCitycolTem ✌🏻#regram do @modanovequatro #modabarata #modamasculina;Photo;NA;NA;2018-11-06T06:43:03Z;NA;7266;7266;0;8633;8633;0;149;99;149;0;0;5074;3873;0;0;120;0;0;0;0;0;0;0;0;0;0;NA;1;57;1
417092451820846_907999116063508;https://www.facebook.com/lojascitycol/photos/a.418868384976586/907999116063508/?type=3;A musa @marianamorenoo colorindo a segundona com nosso macaquinho!😍 ele é da linha regular, amigas! #regram #citybloggers #nacitycoltem #modabarata;Photo;NA;NA;2018-11-05T15:03:04Z;NA;8893;8893;0;10962;10962;0;293;153;172;0;0;7163;5454;0;0;237;0;0;0;0;0;0;0;0;0;0;NA;7;159;4
417092451820846_907801242749962;https://www.facebook.com/lojascitycol/photos/a.418868384976586/907801242749962/?type=3;Nossas regatinhas que podem ser usadas para varias ocasiões!😉 por apenas 9,99! #regram da @asantadica ✌🏻#nacitycoltem #modabarata;Photo;NA;NA;2018-11-05T06:28:25Z;NA;9165;9165;0;11569;11569;0;420;292;365;1;1;8053;5845;0;0;366;0;0;0;0;0;0;0;0;0;0;NA;3;160;7
417092451820846_907446416118778;https://www.facebook.com/lojascitycol/photos/a.418868384976586/907446416118778/?type=3;Mais uma opção do nosso kimono que pode ser usada com as nossas blusas de alça! @achadosfashion_rj e suas produções!😍 #nacitycoltem #modabarata #regram;Photo;NA;NA;2018-11-04T12:04:26Z;NA;7731;7731;0;9285;9285;0;187;112;124;1;1;6062;4674;0;0;156;0;0;0;0;0;0;0;0;0;0;NA;NA;87;5
417092451820846_906446199552133;https://www.facebook.com/lojascitycol/photos/a.418868384976586/906446199552133/?type=3;Conta pra gente: qual estilo combina mais com você? A Amanda do @achadosfashion_rj montou esses 4 looks com o nosso kimono e nós amamos todos!!😍😍 #nacitycoltem #modabarata;Photo;NA;NA;2018-11-02T15:50:18Z;NA;6698;6698;0;8458;8458;0;314;215;255;1;1;4803;3423;0;0;244;0;0;0;0;0;0;0;0;0;0;NA;7;111;4
417092451820846_905928789603874;https://www.facebook.com/lojascitycol/photos/a.418868384976586/905928789603874/?type=3;Ela tem o poder de transformar uma peça em mil! @achadosfashion_rj com nosso kimono de 19,99! Você arrasa!!🤩🤩 #nacitycoltem #modabarata #citybloggers;Photo;NA;NA;2018-11-01T16:40:57Z;NA;7328;7328;0;9153;9153;0;169;116;129;0;0;5959;4382;0;0;139;0;0;0;0;0;0;0;0;0;0;NA;1;61;3
417092451820846_905776782952408;https://www.facebook.com/lojascitycol/photos/a.418868384976586/905776782952408/?type=3;A linda Gabs @achadosdagabs inspirando essa quinta que já é sexta!💗 T-shirt de listras tendência!! #regram #nacitycoltem #modabarata #CityBloggers;Photo;NA;NA;2018-11-01T09:09:16Z;NA;7215;7215;0;9038;9038;0;225;145;158;0;0;6027;4551;0;0;198;0;0;0;0;0;0;0;0;0;0;NA;2;91;1
417092451820846_905483392981747;https://www.facebook.com/lojascitycol/posts/905483392981747;Amanhã mais uma City novinha!!🙌🏻 Esperamos vocês por lá!!💙💛 #nacitycoltem #modabarata;Photo;NA;NA;2018-10-31T17:12:02Z;NA;8228;8228;0;10948;10948;0;1264;1194;1844;0;0;7733;5523;0;0;937;0;0;0;0;0;0;0;0;0;0;NA;4;126;3
417092451820846_905296156333804;https://www.facebook.com/lojascitycol/photos/a.418868384976586/905296156333804/?type=3;Pensamos em tudo para as compras de fim de ano ficarem ainda melhores!🤩 aproveite nosso parcelamento e garanta varios presentes para toda família!👨‍👩‍👧‍👧 #nacitycoltem #modabarata;Photo;NA;NA;2018-10-31T07:45:34Z;NA;6064;6064;0;7323;7323;0;112;68;75;0;0;4209;3182;0;0;88;0;0;0;0;0;0;0;0;0;0;NA;7;46;6
417092451820846_905001186363301;https://www.facebook.com/lojascitycol/photos/a.418868384976586/905001186363301/?type=3;Ela arrasa!! @achadosfashion_rj com 3 peças da City ela montou 6 lookinhos incríveis!!!😱😍#nacitycoltem #modabarata;Photo;NA;NA;2018-10-30T16:28:48Z;NA;6778;6778;0;8262;8262;0;327;260;329;1;1;5550;4332;0;0;255;0;0;0;0;0;0;0;0;0;0;NA;2;82;5
417092451820846_904800739716679;https://www.facebook.com/lojascitycol/photos/a.418868384976586/904800739716679/?type=3;City de Morro Agudo cheia de cor e novidades pra vocês!🤩💙💛 #nacitycoltem #modabarata;Photo;NA;NA;2018-10-30T07:53:12Z;NA;6462;6462;0;8018;8018;0;300;185;212;0;0;5368;4025;0;0;238;0;0;0;0;0;0;0;0;0;0;NA;4;128;5
417092451820846_904521759744577;https://www.facebook.com/lojascitycol/photos/a.418868384976586/904521759744577/?type=3;Ela ARRASA! @elismc_oficial 🤩 #nacitycoltem #modabarata #modajuvenil #modainfantil;Photo;NA;NA;2018-10-29T16:37:23Z;NA;6704;6704;0;8218;8222;0;175;90;98;1;1;5594;4068;0;0;155;0;0;0;0;0;0;0;0;0;0;NA;3;97;3
417092451820846_904351353094951;https://www.facebook.com/lojascitycol/photos/a.418868384976586/904351353094951/?type=3;Começando a segunda com o Rafa do @modanovequatro que escolheu o básico e arrasou!😉 #regram #nacitycoltem #modabarata #modamasculina;Photo;NA;NA;2018-10-29T07:49:24Z;NA;5317;5317;0;6234;6234;0;64;34;38;1;1;3910;3085;0;0;56;0;0;0;0;0;0;0;0;0;0;NA;NA;31;NA
417092451820846_904062386457181;https://www.facebook.com/lojascitycol/photos/a.418868384976586/904062386457181/?type=3;Porque #NaCitycolTem muitos looks masculinos incríveis também! Essa foi uma das escolhas do Diego do @achadomasculino 💙 #nacitycoltem #modabarata #modamasculina;Photo;NA;NA;2018-10-28T16:38:55Z;NA;5396;5396;0;6473;6473;0;74;48;69;0;0;4138;3090;0;0;54;0;0;0;0;0;0;0;0;0;0;NA;1;28;2
417092451820846_903506733179413;https://www.facebook.com/lojascitycol/photos/a.418868384976586/903506733179413/?type=3;Lookinho muso da @achadosdagabs pra inspirar o sábado!😍 #regram #CityBloggers;Photo;NA;NA;2018-10-27T14:42:35Z;NA;6266;6266;0;7854;7854;0;207;134;151;0;0;5601;4219;0;0;180;0;0;0;0;0;0;0;0;0;0;NA;2;87;1
417092451820846_903016439895109;https://www.facebook.com/lojascitycol/photos/a.418868384976586/903016439895109/?type=3;Novidades e mais novidades!🤩 City de Caxias 💙💛 #nacitycoltem #modabarata;Photo;NA;NA;2018-10-26T16:15:59Z;NA;5933;5933;0;7489;7489;0;258;166;203;0;0;5023;3795;0;0;214;0;0;0;0;0;0;0;0;0;0;NA;3;109;7
417092451820846_902820173248069;https://www.facebook.com/lojascitycol/photos/a.418868384976586/902820173248069/?type=3;Sextou com a City de Guadalupe!💙💛 #nacitycoltem #modabarata;Photo;NA;NA;2018-10-26T08:02:43Z;NA;5489;5489;0;6726;6726;0;226;142;235;0;0;4491;3381;0;0;197;0;0;0;0;0;0;0;0;0;0;NA;4;98;7
417092451820846_902447693285317;https://www.facebook.com/lojascitycol/photos/a.418868384976586/902447693285317/?type=3;City da Ilha do Governador repleta de novidades lindas pra vocês, amigas!🤩♥️ #nacitycoltem #modabarata;Photo;NA;NA;2018-10-25T16:26:04Z;NA;5587;5587;0;6967;6967;0;273;220;269;1;1;4904;3666;0;0;235;0;0;0;0;0;0;0;0;0;0;NA;1;71;3
417092451820846_902279376635482;https://www.facebook.com/lojascitycol/photos/a.418868384976586/902279376635482/?type=3;Porque nossas amigas não podem ficar de fora das tendências, não é mesmo?💁🏼‍♀️ #regram do @ops_achei_ 🤩 #nacitycoltem #modabarata;Photo;NA;NA;2018-10-25T08:10:22Z;NA;7028;7028;0;9210;9210;0;474;355;444;1;3;7022;5177;0;0;436;0;0;0;0;0;0;0;0;0;0;NA;5;155;10
417092451820846_901971356666284;https://www.facebook.com/lojascitycol/photos/a.418868384976586/901971356666284/?type=3;Adoramos ver nossa #CityBlogger @elismc_oficial e suas bailarinas com look todinho da City!🤩 Arrasaram, meninas!!! #nacitycoltem #modabarata;Photo;NA;NA;2018-10-24T16:30:28Z;NA;8185;8185;0;10884;10884;0;459;180;224;3;3;5311;3887;0;0;166;0;0;0;0;0;0;0;0;0;0;NA;17;351;22
417092451820846_901793496684070;https://www.facebook.com/lojascitycol/photos/a.418868384976586/901793496684070/?type=3;Olhem o macacão da foto anterior aí!🤩 Essa é a City de Campo Grande. #nacitycoltem #modabarata;Photo;NA;NA;2018-10-24T07:49:40Z;NA;6382;6382;0;8318;8318;0;383;290;371;2;2;6184;4578;0;0;338;0;0;0;0;0;0;0;0;0;0;NA;4;117;4
417092451820846_901518663378220;https://www.facebook.com/lojascitycol/photos/a.418868384976586/901518663378220/?type=3;Mais um macacão que tá fazendo o maior sucesso na City!🤩 Corra para garantir o seu!! #regram da @modaxbolso 😉 #nacitycoltem #modabarata;Photo;NA;NA;2018-10-23T16:48:25Z;NA;8020;8020;0;10993;10993;0;591;466;614;2;2;8345;6035;0;0;502;0;0;0;0;0;0;0;0;0;0;NA;4;168;29
417092451820846_1140160649514019;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1140160649514019/?type=3;Nossas lojas já estão abertas esperando por vocês!! Corram pra conferir as novidades!!💙💛 - 📍City de Bacaxá #nacitycoltem #modabarata;Photo;NA;NA;2019-10-22T16:35:15Z;NA;6679;6679;0;7920;7920;0;301;161;197;0;0;6739;5647;0;0;291;0;0;0;0;0;0;0;0;0;0;Lifetime: The number of stories created about your Page post, by action type. (Total Count);1;154;1
417092451820846_1138954632967954;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1138954632967954/?type=3;Hoje nossas lojas estão fechadas, mas amanhã estaremos de volta com muita novidade linda pra vocês! VEM PRA CITY!💛💙 #nacitycoltem #modabarata;Photo;NA;NA;2019-10-21T09:41:00Z;NA;11111;11111;0;14766;14766;0;744;540;646;1;1;13284;9811;0;0;721;0;0;0;0;0;0;0;0;0;0;NA;4;266;18
417092451820846_1138257086371042;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1138257086371042/?type=3;Pra começar a semana com muito estilo! 💕 #vempracity #nacitycoltem;Photo;NA;NA;2019-10-20T15:23:05Z;NA;8844;8844;0;11169;11169;0;445;262;307;0;0;9919;7668;0;0;435;0;0;0;0;0;0;0;0;0;0;NA;1;215;5
417092451820846_1137309059799178;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1137309059799178/?type=3;E hoje foi dia da nossa CityBlogger @achoquesoublogueira conferir as novidades da loja da Alfândega! Vem acompanhar as dicas nos stories! 💕 #nacitycoltem #modabarata;Photo;NA;NA;2019-10-19T16:52:21Z;NA;9261;9261;0;11886;11886;0;456;320;388;0;0;10610;8138;0;0;436;0;0;0;0;0;0;0;0;0;0;NA;2;166;7
417092451820846_1136945046502246;https://www.facebook.com/lojascitycol/posts/1136945046502246;Mais um look confortável pra curtir o feriadão!!! 💕 #vempracity #nacitycoltem;Video;NA;NA;2019-10-19T07:45:22Z;NA;5566;5566;0;6878;6878;0;226;150;187;0;0;5630;4487;0;0;208;716;772;0;0;1368;1543;0;0;3204;5700;NA;NA;86;2
417092451820846_1136253999904684;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1136253999904684/?type=3;Look leve pra curtir o fim de semana?! #nacitycoltem #vempracity 💕;Photo;NA;NA;2019-10-18T13:50:01Z;NA;8555;8555;0;10862;10862;0;500;296;338;0;0;9617;7407;0;0;494;0;0;0;0;0;0;0;0;0;0;NA;1;252;4
417092451820846_1136045129925571;https://www.facebook.com/lojascitycol/posts/1136045129925571;SEXTOU com look Citycol! 💕 #vempracity #nacitycoltem;Video;NA;NA;2019-10-18T08:45:05Z;NA;7671;7671;0;9781;9831;0;773;593;753;0;0;8380;6389;0;0;726;2447;2497;0;0;3324;3520;0;0;7632;8382;NA;6;253;20
417092451820846_1135253010004783;https://www.facebook.com/lojascitycol/posts/1135253010004783;As peças em viscose já são um sucesso na City! Vem conferir! 💕 #nacitycoltem #vempracity  @ Lojas Citycol;Photo;NA;NA;2019-10-17T12:41:35Z;NA;6977;6977;0;8733;8733;0;338;252;277;1;1;7569;5922;0;0;333;0;0;0;0;0;0;0;0;0;0;NA;NA;129;4
417092451820846_1135078876688863;https://www.facebook.com/lojascitycol/posts/1135078876688863;E hoje foi a vez de inaugurar a City da Tijuca! Mais uma loja novinha pra vocês! Vem conferir! 💕 #vempracity #nacitycoltem;Photo;NA;NA;2019-10-17T08:08:42Z;NA;10363;10363;0;13351;13351;0;1402;1314;1712;1;1;11758;8958;0;0;1297;0;0;0;0;0;0;0;0;0;0;NA;3;212;13
417092451820846_1126555530874531;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1126555530874531/?type=3;Estilo? Temos por aqui!!😉 #diadascriancas #nacitycoltem #modabarata #modajuvenil  . Cod: Short 51.02.0543 19,99  blusa 50.01.0800 19,99;Photo;NA;NA;2019-10-06T16:08:02Z;NA;5960;5960;0;7281;7281;0;74;37;47;1;1;5655;4496;0;0;64;0;0;0;0;0;0;0;0;0;0;NA;NA;38;2
417092451820846_1125750764288341;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1125750764288341/?type=3;Lookinho ideal para curtir o sabadão cheia de estilo! #nacitycoltem #modabarata  . Cod: Short 41.01.0431 24,99  blusa 35.05.0422 24,99;Photo;NA;NA;2019-10-05T15:06:42Z;NA;7682;7682;0;9909;9909;0;329;216;244;1;1;8268;6304;0;0;306;0;0;0;0;0;0;0;0;0;0;NA;NA;139;9
417092451820846_1124988541031230;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1124988541031230/?type=3;Previna-se! Se cuide! Faça o exame!🎀 #outubrorosa;Photo;NA;NA;2019-10-04T16:11:02Z;NA;4924;4924;0;6056;6056;0;56;21;24;0;0;4525;3578;0;0;54;0;0;0;0;0;0;0;0;0;0;NA;2;34;1
417092451820846_1124781347718616;https://www.facebook.com/lojascitycol/posts/1124781347718616;Aquele look a cara do sextou!!💙 #CruiseCollection #verao #nacitycoltem  . Cod: 42.01.0043 44,99;Video;NA;NA;2019-10-04T09:44:59Z;NA;6689;6689;0;8385;8385;0;486;392;543;1;1;6751;5345;0;0;431;2049;2222;0;0;2933;3213;0;0;6022;6223;NA;4;132;12
417092451820846_1124238674439550;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1124238674439550/?type=3;Para os fãs do homem de ferro, igual aos nossos mini-heróis! 🤜🏻 #diadascrianças #nacitycoltem #modabarata  . Cod: 16.01.0806 24,99;Photo;NA;NA;2019-10-03T17:40:10Z;NA;5586;5586;0;6609;6609;0;69;27;29;0;0;5163;4032;0;0;63;0;0;0;0;0;0;0;0;0;0;NA;NA;43;NA
417092451820846_1123948247801926;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1123948247801926/?type=3;Inspirações e looks para festival? #NaCitycolTem #modabarata . Cod: Blusa 35.09.0334 29,99;Photo;NA;NA;2019-10-03T09:01:41Z;NA;8968;8968;0;11065;11065;0;343;250;284;3;3;9409;7480;0;0;329;0;0;0;0;0;0;0;0;0;0;NA;1;117;6
417092451820846_1123398221190262;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1123398221190262/?type=3;City de Itaperuna cheia de novidade pra vocês! VEM VEM!💙💛 #diadascriancas #nacitycoltem #modabarata;Photo;NA;NA;2019-10-02T16:30:53Z;NA;6565;6565;0;8123;8123;0;218;141;173;0;0;6632;5297;0;0;196;0;0;0;0;0;0;0;0;0;0;NA;NA;88;3
417092451820846_1123172627879488;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1123172627879488/?type=3;Nossas lojas estão repletas de peças incríveis para a garotada! VEM PRA CITY!💙💛 #nacitycoltem #modabarata #modainfantil;Photo;NA;NA;2019-10-02T09:01:27Z;NA;7771;7771;0;10004;10004;0;384;270;326;0;0;8212;6362;0;0;361;0;0;0;0;0;0;0;0;0;0;NA;4;143;7
417092451820846_1122676574595760;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1122676574595760/?type=3;Sua princesa ama unicórnios?🦄 Então aproveite e corra pra City mais próxima!💕 #diadascriancas #nacitycoltem #modabarata #modainfantil  . Cod: Blusa 50.01.0808 15,99  bermuda 51.02.0560 9,99;Photo;NA;NA;2019-10-01T16:47:32Z;NA;5461;5461;0;6361;6361;0;82;43;49;0;0;4948;3961;0;0;76;0;0;0;0;0;0;0;0;0;0;NA;NA;40;1
417092451820846_1122675194595898;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1122675194595898/?type=3;Sua princesa ama unicórnios? Então corra pra City mais próxima!💕 #diadascriancas #nacitycoltem #modabarata #modainfantil  . Cod: Blusa 50.01.0808 15,99  bermuda 51.02.0560 9,99;Photo;NA;NA;2019-10-01T16:45:00Z;NA;4349;4349;0;5198;5198;0;33;15;21;0;0;3860;3081;0;0;31;0;0;0;0;0;0;0;0;0;0;NA;NA;18;NA
417092451820846_1122459857950765;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1122459857950765/?type=3;Para comemorar a volta do Sol!🙌🏻☀️ #CasaCitycol #CruiseCollection  . Cod: Maio 11.04.0050 49,99;Photo;NA;NA;2019-10-01T09:46:47Z;NA;5252;5252;0;6043;6043;0;105;58;65;0;0;4715;3847;0;0;97;0;0;0;0;0;0;0;0;0;0;NA;NA;53;1
417092451820846_1121906738006077;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1121906738006077/?type=3;Estilo puro para eles arrasarem por aí!💙 #diadascrianças #nacitycoltem #modabarata  . Cod: 16.03.0640 14,99;Photo;NA;NA;2019-09-30T16:26:04Z;NA;5430;5430;0;6505;6505;0;81;43;53;0;0;5167;4097;0;0;76;0;0;0;0;0;0;0;0;0;0;NA;NA;41;4
417092451820846_1121654964697921;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1121654964697921/?type=3;Segundona florida na City do Méier (inaugurada há 1 semana atrás) !💙 #nacitycoltem #modabarata  . Cod: blusa 35.10.0197 29,99  short 41.01.0431 24,99;Photo;NA;NA;2019-09-30T08:15:09Z;NA;10395;10395;0;12888;12888;0;513;366;662;0;0;11466;9190;0;0;488;0;0;0;0;0;0;0;0;0;0;NA;1;183;7
417092451820846_1121143088082442;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1121143088082442/?type=3;Muito estilo para os meninos!!💛💙 #diadascrianças #nacitycoltem #modabarata #modainfantil  . Cod: 16.03.0639 9,99;Photo;NA;NA;2019-09-29T15:11:51Z;NA;7279;7279;0;9256;9256;0;150;116;123;0;0;7897;6091;0;0;147;0;0;0;0;0;0;0;0;0;0;NA;NA;50;4
417092451820846_1120233124840105;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1120233124840105/?type=3;Duplinha para as irmãs, amigas e primas!💕VEM PRA CITY!💛💙 #diadascrianças #nacitycoltem #modabarata #modainfantil  . Cod: Blusa 50.01.0793 24,99;Photo;NA;NA;2019-09-28T10:35:38Z;NA;6296;6296;0;7839;7839;0;108;63;67;0;0;6479;4946;0;0;100;0;0;0;0;0;0;0;0;0;0;NA;1;48;3
417092451820846_1119615148235236;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1119615148235236/?type=3;Para deixar a sexta colorida!💛 #CasaCitycol  . Cod: Bermuda 41.01.0421 34,99  Blusa 35.01.0271 16,99;Photo;NA;NA;2019-09-27T16:03:45Z;NA;8172;8172;0;10501;10501;0;290;212;244;3;3;9168;7040;0;0;276;0;0;0;0;0;0;0;0;0;0;NA;NA;102;1
417092451820846_1119311724932245;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1119311724932245/?type=3;Para os nossos mini heróis enlouquecerem!🥰 City do Méier #nacitycoltem #modabarata #modainfantil;Photo;NA;NA;2019-09-27T07:47:01Z;NA;8628;8628;0;11370;11370;0;269;171;199;4;4;10015;7450;0;0;255;0;0;0;0;0;0;0;0;0;0;NA;NA;117;10
417092451820846_1118858024977615;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1118858024977615/?type=3;Aproveite as novidades e venha pra City garantir os presentes dos pimpolhos!.☺️ #nacitycoltem #modabarata #diadascriancas #modainfantil;Photo;NA;NA;2019-09-26T17:39:00Z;NA;11747;11747;0;15965;15965;0;544;414;487;5;5;14502;10517;0;0;531;0;0;0;0;0;0;0;0;0;0;NA;1;174;10
417092451820846_1118627525000665;https://www.facebook.com/lojascitycol/posts/1118627525000665;Muita coisa linda para os pequenos em nossas lojas! Essa é a City de Caxias.💙💛 #nacitycoltem #modabarata #modainfantil;Photo;NA;NA;2019-09-26T10:01:14Z;NA;10815;10815;0;15095;15095;0;958;850;993;2;2;13687;9696;0;0;936;0;0;0;0;0;0;0;0;0;0;NA;NA;195;10
417092451820846_1248869445309805;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1248869445309805/?type=3;E foi dada a largada do Carnaval! Marque @Lojas_citycol  vestindo roupas Citycol para aparecer nos nossos stories. Se você é do time que está na rua pulando Carnaval, escreva “ #BlocoDeRua ” . Se você é do time que está aproveitando o feriadão pra descansar escreva “ #BlocoDoSofá ”.  Teremos um conteúdo especial nas nossas redes sociais pro time vencedor, que será divulgado na Quarta Feira de Cinzas à noite. Que o melhor vença!  Um ótimo Carnaval pra vocês! 🎉🎊;Photo;NA;NA;2020-02-22T06:41:00Z;NA;3365;3365;0;3543;3543;0;40;20;21;0;0;3023;2867;0;0;34;0;0;0;0;0;0;0;0;0;0;Lifetime: The number of stories created about your Page post, by action type. (Total Count);2;19;3
417092451820846_1248453835351366;https://www.facebook.com/lojascitycol/posts/1248453835351366;#MonteSuaFantasia com nossos aventais com frases divertidas e crie seu look de Palhacinha na City.;Video;NA;NA;2020-02-21T17:14:47Z;NA;2531;2531;0;3098;3098;0;61;42;47;0;0;2467;2093;0;0;57;27;27;0;0;459;483;0;0;5309;83218;NA;2;22;1
417092451820846_1248400305356719;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1248400305356719/?type=3;Pronto(a) pra curtir o Carnaval do seu jeito? Aproveite este momento pra descansar, pular, se divertir e, claro, ser muito feliz! Bom Carnaval! . #MonteSuaFantasia com as peças (da esquerda para direita): . Regata  Feminina – Cód:  35.01.0251- 16,99 - Tam. P ao G. Disponível em cores diversas.  .  Saia de Tule – Cód: 30.01.0114 - 9,99 - Tam. P ao GG. Disponível em cores diversas. . Short Jeans - a partir de 29,99 – Disponível em tamanhos variados. . Regata Infantil Branca de Neve - 50.03.1039 - 19,99 - Tam. P ao G - Disponível com estampas de diversas princesas. . Regata Infantil Batman - 16.01.0817 - 19,99 - Tam. 4 ao 10 - Disponível com diversas estampas de super-heróis e cores . Bermuda Infantil Moletom (Menino) - 41.04.0065 - 19,99 - Tam. 6 ao 14  . Regata Masculina - 66.02.0036 - Tam. M ao GG - Disponível em cores variadas. . Bermuda Masculina - 41.01.0466 -  39,99 - Tam. 36 ao 52 - Disponível em estampas variadas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina #modamasculina #modainfantil #fantasiadc #fantasiabatman #fantasiasalvavidas #salvavidas #marvel #fantasialigadajustiça #dc #fantasiaprincesas #fantasiabrancadeneve #brancadeneve #disney #fantasiabrancadenevedisney #carnaval #fantasiadecarnaval #fantasiacarnaval . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-21T15:29:03Z;NA;2780;2780;0;2953;2953;0;30;13;17;0;0;2474;2347;0;0;30;0;0;0;0;0;0;0;0;0;0;NA;NA;21;1
417092451820846_1248223155374434;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1248223155374434/?type=3;"É hora de se entregar à folia, deixar a alegria fluir e vestir os looks do #CarnaCity ! 🖤🤍 . #MonteSuaFantasia com nossas regatas de mensagens divertidas: . Regata – Cód; 35.08.1462 – 19,99 – Tam. P ao G – Disponível em preto ou branco.   . Short listrado – Cód: 41.01.0474 – 14,99 – Tam. P ao G. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina #fantasia #fantasiacarnaval  #fantasiabarata  . *Os corações não fazem parte da estampa.";Photo;NA;NA;2020-02-21T10:35:12Z;NA;5206;5206;0;5465;5465;0;81;38;44;1;1;4678;4340;0;0;78;0;0;0;0;0;0;0;0;0;0;NA;2;50;1
417092451820846_1248078748722208;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1248078748722208/?type=3;Eis que chega “A SEXTA”, aquela sexta mais aguardada do ano! Partiu #CarnaCity ? 🤩🎉   . #MonteSuaFantasia com as peças (da esquerda para direita): . Blusa Nó Feminina  - 35.04.0299 - 14,99 - Tam.P ao G - Disponível em cores variadas. . Saia de Tule - 30.01.0114 - 9,99 - Disponível em cores diversas. . Short Jeans - a partir de 29,99 – Disponível em tamanhos variados. . Regata Masc. - 66.02.0036 - 12,99 - Tam. M ao GG - Disponível em cores variadas. . Bermuda Masc. - 41.03.0355 - 29,99 - Tam. 36 ao 52 - Disponível em cores variadas. . T-shirt Infantil Homem de Ferro - 16.01.0806 - 19,99 - Tam. 4 ao 10 - Disponível com personagens diversos da Marvel.  . Bermuda Infantil Vingadores - 41.02.0388 - 24,99 - Tam. 4 ao 10  . Regata Feminina -35.01.0251- 16,99 - Tam. P ao G. Disponível em cores diversas.  . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina #modamasculina #modainfantil #fantasia marvel #fantasiahomemdeferro #fantasiaabelha #abelha #marvel #fantasiavingadores #vingadores . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-21T06:48:52Z;NA;2711;2711;0;2984;2984;0;55;23;26;0;0;2519;2341;0;0;55;0;0;0;0;0;0;0;0;0;0;NA;NA;32;1
417092451820846_1247654928764590;https://www.facebook.com/lojascitycol/posts/1247654928764590;#MonteSuaFantasia de Gatinha e Coelhinha.;Video;NA;NA;2020-02-20T17:27:44Z;NA;2294;2294;0;2593;2593;0;55;35;38;0;0;2066;1835;0;0;52;17;17;0;0;338;346;0;0;4386;64726;NA;1;22;NA
